uid,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,Unnamed: 0,kmeans_0,kmeans_1,kmeans_2,kmeans_3,kmeans_4,kmeans_5,kmeans_6,kmeans_7,kmeans_8,kmeans_9,label
kn2986,10,1,4,2,1,3,1,0,0,1,1,0,1,0,0,0,0,0,1,0,2985,0,0,0,0,0,0,0,1,0,0,0
kn2987,2,1,1,1,1,0,3,1,0,4,2,1,0,0,3,0,0,1,0,0,2986,0,0,0,0,0,0,0,1,0,0,0
kn2988,4,0,1,1,1,1,0,0,0,2,0,0,1,0,0,0,1,1,0,0,2987,0,1,0,0,0,0,0,0,0,0,0
kn2989,5,1,2,0,2,0,0,2,1,0,0,0,0,1,1,0,3,4,0,0,2988,0,0,0,0,0,0,0,1,0,0,0
kn2990,3,0,2,0,2,1,2,2,2,1,0,0,0,4,2,0,2,1,0,0,2989,0,0,0,0,0,0,0,1,0,0,0
kn2991,2,2,1,1,1,0,1,1,1,1,3,0,1,2,1,0,1,0,3,0,2990,0,0,0,0,0,0,0,1,0,0,0
kn2992,2,2,1,0,1,0,0,0,0,0,0,1,1,0,0,1,3,2,6,0,2991,0,0,0,0,0,0,0,1,0,0,0
kn2993,3,0,2,0,2,0,3,0,3,2,1,1,2,4,0,0,1,0,0,0,2992,0,0,0,0,0,0,0,1,0,0,0
kn2994,3,0,1,0,0,2,3,3,2,1,1,2,2,0,1,0,0,1,0,0,2993,0,0,0,0,0,0,0,1,0,0,0
kn2995,3,1,1,0,1,0,1,2,1,0,1,1,0,0,2,4,1,1,2,0,2994,0,0,0,0,0,0,0,1,0,0,0
kn2996,4,1,0,1,3,0,1,1,1,2,1,0,3,2,0,0,1,0,0,0,2995,0,0,0,0,0,0,0,1,0,0,0
kn2997,2,2,3,1,0,0,1,0,1,1,2,0,2,2,1,1,1,0,0,0,2996,0,0,0,0,0,0,0,1,0,0,0
kn2998,2,2,0,1,0,2,4,0,1,1,0,3,0,0,0,1,0,2,0,0,2997,0,0,0,0,0,0,0,1,0,0,0
kn2999,2,1,3,1,1,1,4,0,0,2,1,0,1,1,0,1,0,3,0,0,2998,0,0,0,0,0,0,0,1,0,0,0
kn3000,3,0,2,1,0,0,1,1,1,4,2,1,1,1,2,1,1,0,0,0,2999,0,0,0,0,0,0,0,1,0,0,0
kn3001,6,2,1,1,0,2,0,0,0,0,0,0,0,1,1,1,1,5,4,0,3000,0,0,0,0,0,0,0,1,0,0,0
kn3002,3,1,1,1,0,0,1,0,0,1,1,0,2,4,2,2,1,3,0,0,3001,0,0,0,0,0,0,0,1,0,0,0
kn3003,4,1,0,1,1,1,1,0,0,2,2,1,0,1,2,3,3,1,0,0,3002,0,0,0,0,0,0,0,1,0,0,0
kn3004,3,3,4,2,2,0,1,1,1,2,0,0,2,1,0,0,0,0,0,0,3003,0,0,0,0,0,0,0,1,0,0,0
kn3005,6,4,1,1,0,1,1,0,0,3,0,0,0,0,0,0,0,1,0,0,3004,0,0,0,0,0,0,0,1,0,0,0
kn3006,3,2,6,1,2,1,1,0,0,0,3,1,0,0,0,1,1,0,1,0,3005,0,0,0,0,0,0,0,1,0,0,0
kn3007,3,5,6,4,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3006,0,0,0,0,0,0,0,1,0,0,0
kn3008,11,0,1,2,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,3007,0,0,0,0,0,0,0,1,0,0,0
kn3009,13,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,3008,0,0,0,0,0,0,0,1,0,0,0
kn3010,4,1,1,2,0,0,2,0,0,0,1,2,1,0,2,0,1,1,6,0,3009,0,0,0,0,0,0,0,1,0,0,0
kn3011,3,3,2,3,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,3010,0,1,0,0,0,0,0,0,0,0,0
kn3012,2,2,2,0,1,0,2,0,1,0,0,0,1,0,1,3,3,2,1,0,3011,0,0,0,0,0,0,1,0,0,0,0
kn3013,1,0,3,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,2,0,3012,0,0,0,0,0,0,1,0,0,0,0
kn3014,9,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3013,0,0,0,0,0,0,0,1,0,0,0
kn3015,3,1,2,0,0,0,1,1,0,0,1,0,0,1,2,2,5,2,0,0,3014,0,0,0,0,0,0,0,1,0,0,1
kn3016,2,3,1,1,1,0,4,2,5,3,1,0,0,0,0,0,0,0,0,0,3015,0,0,0,0,0,0,0,1,0,0,0
kn3017,5,1,0,3,2,2,3,0,1,0,1,0,0,0,0,0,0,3,2,0,3016,0,0,0,0,0,0,0,1,0,0,0
kn3018,1,2,1,0,0,2,3,2,0,1,0,0,0,0,0,1,0,0,0,0,3017,0,0,0,0,0,0,1,0,0,0,0
kn3019,2,1,1,0,0,1,0,0,2,0,1,1,1,0,5,4,0,0,0,0,3018,0,0,0,0,0,0,0,1,0,0,0
kn3020,8,5,0,2,2,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,3019,0,0,0,0,0,0,0,1,0,0,0
kn3021,4,0,0,2,0,2,0,0,0,1,0,1,2,1,1,2,4,4,1,0,3020,0,0,0,0,0,0,0,1,0,0,0
kn3022,3,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,3021,0,0,0,0,0,0,1,0,0,0,0
kn3023,3,0,4,1,1,1,1,0,2,0,1,0,1,2,0,3,0,0,0,0,3022,0,0,0,0,0,0,0,1,0,0,0
kn3024,8,3,1,0,2,0,2,1,0,1,0,0,0,0,0,0,0,0,2,0,3023,0,0,0,0,0,0,0,1,0,0,0
kn3025,2,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,3024,0,0,0,0,0,0,1,0,0,0,0
kn3026,3,1,1,1,1,2,1,0,0,0,2,1,0,2,0,4,1,1,0,0,3025,0,0,0,0,0,0,0,1,0,0,0
kn3027,2,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,3026,0,1,0,0,0,0,0,0,0,0,0
kn3028,3,1,2,0,2,0,1,5,0,6,2,1,0,1,0,0,0,0,0,0,3027,0,0,0,0,0,0,0,1,0,0,0
kn3029,1,1,2,1,1,1,2,2,1,1,1,2,1,0,3,0,0,0,0,0,3028,0,0,0,0,0,0,0,1,0,0,0
kn3030,3,2,4,1,0,1,0,0,0,0,1,2,1,0,3,3,2,2,0,0,3029,0,0,0,0,0,0,0,1,0,0,0
kn3031,2,3,1,0,2,0,1,0,0,0,2,0,1,1,1,2,2,4,3,0,3030,0,0,0,0,0,0,0,1,0,0,0
kn3032,3,1,2,2,0,2,3,1,2,5,1,1,0,2,0,0,0,0,0,0,3031,0,0,0,0,0,0,0,1,0,0,0
kn3033,2,1,1,3,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3032,0,0,0,0,0,0,1,0,0,0,0
kn3034,9,1,0,0,0,1,1,0,1,0,1,2,0,0,0,1,0,0,1,0,3033,0,0,0,0,0,0,0,1,0,0,0
kn3035,4,1,0,1,1,0,1,1,1,3,2,1,0,2,0,1,0,2,1,0,3034,0,0,0,0,0,0,0,1,0,0,0
kn3036,4,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3035,0,1,0,0,0,0,0,0,0,0,0
kn3037,4,0,1,1,1,2,1,1,3,3,1,3,0,1,1,0,0,0,0,0,3036,0,0,0,0,0,0,0,1,0,0,0
kn3038,6,0,0,1,1,1,0,0,1,1,1,0,0,1,3,2,3,1,0,0,3037,0,0,0,0,0,0,0,1,0,0,0
kn3039,3,0,2,0,0,3,2,3,0,0,2,2,2,0,0,0,0,0,0,0,3038,0,0,0,0,0,0,0,1,0,0,0
kn3040,6,2,3,1,1,2,1,3,0,0,0,0,0,0,0,0,0,1,1,0,3039,0,0,0,0,0,0,0,1,0,0,0
kn3041,5,0,1,0,2,4,2,0,0,1,0,1,1,2,2,0,2,0,0,0,3040,0,0,0,0,0,0,0,1,0,0,1
kn3042,4,0,0,2,1,0,2,1,2,1,2,1,3,3,1,0,0,0,0,0,3041,0,0,0,0,0,0,0,1,0,0,0
kn3043,2,1,1,0,0,4,5,1,0,1,1,0,0,0,2,0,2,1,0,0,3042,0,0,0,0,0,0,0,1,0,0,0
kn3044,3,1,1,0,2,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,3043,0,1,0,0,0,0,0,0,0,0,0
kn3045,2,1,2,0,2,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,3044,0,0,0,0,0,0,1,0,0,0,0
kn3046,2,4,0,3,1,1,2,1,2,3,2,0,0,0,0,0,0,0,0,0,3045,0,0,0,0,0,0,0,1,0,0,0
kn3047,5,1,0,0,1,0,1,0,1,0,1,0,0,1,0,5,0,2,3,0,3046,0,0,0,0,0,0,0,1,0,0,0
kn3048,2,2,0,1,0,0,1,0,3,1,0,0,3,0,0,3,2,1,0,0,3047,0,0,0,0,0,0,0,1,0,0,0
kn3049,2,2,1,1,1,0,1,0,1,1,0,1,1,0,1,2,3,3,2,0,3048,0,0,0,0,0,0,0,1,0,0,0
kn3050,3,0,2,0,0,0,0,1,0,1,0,1,1,0,1,0,0,3,9,0,3049,0,0,0,0,0,0,0,1,0,0,0
kn3051,5,2,2,1,4,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,3050,0,0,0,0,0,0,0,1,0,0,0
kn3052,1,1,0,0,0,0,1,1,2,0,1,2,3,2,2,1,0,0,1,0,3051,0,0,0,0,0,0,0,1,0,0,0
kn3053,8,4,1,1,0,0,1,1,2,0,1,0,0,0,0,0,0,0,1,0,3052,0,0,0,0,0,0,0,1,0,0,0
kn3054,4,0,1,2,0,0,1,0,0,2,0,1,2,2,2,4,2,1,0,0,3053,0,0,0,0,0,0,0,1,0,0,1
kn3055,7,6,1,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,3054,0,0,0,0,0,0,0,1,0,0,0
kn3056,8,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3055,0,0,0,0,0,0,0,1,0,0,0
kn3057,3,7,4,1,1,0,3,0,1,0,0,1,0,0,0,0,2,1,0,0,3056,0,0,0,0,0,0,0,1,0,0,0
kn3058,2,1,1,1,5,2,0,4,1,0,1,1,1,0,0,0,2,0,1,0,3057,0,0,0,0,0,0,0,1,0,0,0
kn3059,2,2,0,0,1,0,1,0,1,0,1,0,0,2,5,2,3,1,0,0,3058,0,0,0,0,0,0,0,1,0,0,0
kn3060,3,1,4,1,1,1,2,1,1,0,0,2,0,1,1,2,1,0,0,0,3059,0,0,0,0,0,0,0,1,0,0,0
kn3061,4,0,0,4,0,1,1,0,0,0,0,1,0,0,0,2,0,0,0,0,3060,0,1,0,0,0,0,0,0,0,0,0
kn3062,2,3,2,1,0,0,1,1,1,1,1,1,0,4,1,1,1,2,0,0,3061,0,0,0,0,0,0,0,1,0,0,0
kn3063,3,4,1,2,2,2,1,1,3,0,0,0,1,0,0,0,1,0,0,0,3062,0,0,0,0,0,0,0,1,0,0,0
kn3064,3,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,2,0,0,3063,0,1,0,0,0,0,0,0,0,0,0
kn3065,3,0,1,1,1,0,0,0,0,0,1,1,0,2,1,1,2,3,5,0,3064,0,0,0,0,0,0,0,1,0,0,0
kn3066,3,1,3,3,1,3,0,1,2,2,1,1,0,1,0,0,0,0,0,0,3065,0,0,0,0,0,0,0,1,0,0,0
kn3067,4,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,10,0,3066,0,0,0,0,0,0,0,1,0,0,0
kn3068,3,4,2,5,3,1,2,1,0,1,0,0,0,0,0,0,1,0,0,0,3067,0,0,0,0,0,0,0,1,0,0,0
kn3069,3,2,2,2,0,0,1,4,2,0,3,0,3,0,0,0,0,1,0,0,3068,0,0,0,0,0,0,0,1,0,0,0
kn3070,3,3,6,1,4,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,3069,0,0,0,0,0,0,0,1,0,0,1
kn3071,1,4,5,1,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3070,0,0,0,0,0,0,0,1,0,0,0
kn3072,2,2,2,0,2,0,2,1,1,0,3,1,1,1,0,0,0,0,5,0,3071,0,0,0,0,0,0,0,1,0,0,0
kn3073,4,1,0,1,1,1,1,0,0,0,4,0,0,1,0,2,2,5,0,0,3072,0,0,0,0,0,0,0,1,0,0,0
kn3074,3,1,1,0,1,1,1,3,3,1,1,1,1,1,0,1,0,0,1,0,3073,0,0,0,0,0,0,0,1,0,0,0
kn3075,2,1,0,1,1,0,3,2,3,5,0,0,1,0,1,0,0,1,0,0,3074,0,0,0,0,0,0,0,1,0,0,0
kn3076,4,0,1,1,1,1,4,1,0,1,2,2,0,0,1,2,2,1,1,0,3075,0,0,0,0,0,0,0,1,0,0,0
kn3077,2,3,1,1,3,0,0,3,2,0,1,2,1,0,0,3,0,1,0,0,3076,0,0,0,0,0,0,0,1,0,0,0
kn3078,2,1,0,0,0,2,2,0,1,0,4,4,0,2,2,1,0,0,0,0,3077,0,0,0,0,0,0,0,1,0,0,0
kn3079,5,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,3,3,5,0,3078,0,0,0,0,0,0,0,1,0,0,0
kn3080,2,1,4,2,2,0,1,0,0,1,1,1,2,0,2,0,1,1,2,0,3079,0,0,0,0,0,0,0,1,0,0,0
kn3081,3,1,1,0,1,2,1,0,0,0,1,2,0,4,1,1,0,4,2,0,3080,0,0,0,0,0,0,0,1,0,0,0
kn3082,2,1,1,0,1,0,4,0,2,3,2,0,1,2,0,1,0,2,0,0,3081,0,0,0,0,0,0,0,1,0,0,0
kn3083,3,7,3,3,0,0,1,0,1,2,0,0,0,0,0,0,0,1,0,0,3082,0,0,0,0,0,0,0,1,0,0,0
kn3084,3,0,2,1,0,1,2,3,1,2,0,2,0,0,0,0,0,0,0,0,3083,0,0,0,0,0,0,0,1,0,0,0
kn3085,2,2,0,0,0,0,0,1,0,0,2,0,0,1,2,2,0,2,4,0,3084,0,0,0,0,0,0,0,1,0,0,0
kn3086,4,1,2,1,1,1,0,0,1,0,2,0,0,0,1,1,0,1,0,0,3085,0,0,0,0,0,0,0,1,0,0,0
kn3087,3,2,4,3,0,4,4,0,2,0,0,0,0,0,1,0,1,0,1,0,3086,0,0,0,0,0,0,0,1,0,0,0
kn3088,3,1,1,1,0,0,1,2,1,0,0,0,0,2,2,3,1,1,2,0,3087,0,0,0,0,0,0,0,1,0,0,0
kn3089,4,0,0,3,1,2,1,3,1,3,0,3,0,1,0,0,0,0,1,0,3088,0,0,0,0,0,0,0,1,0,0,1
kn3090,4,0,1,5,3,3,0,1,1,1,2,0,0,1,1,0,0,0,1,0,3089,0,0,0,0,0,0,0,1,0,0,0
kn3091,2,2,2,0,0,0,1,1,0,0,2,1,1,1,4,2,1,0,0,0,3090,0,0,0,0,0,0,0,1,0,0,0
kn3092,4,1,1,1,2,0,1,1,1,1,0,0,0,0,0,5,2,3,2,0,3091,0,0,0,0,0,0,0,1,0,0,0
kn3093,2,1,2,0,0,2,1,0,2,0,2,2,2,3,0,1,2,0,0,0,3092,0,0,0,0,0,0,0,1,0,0,0
kn3094,3,0,3,3,1,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,3093,0,0,0,0,0,0,0,1,0,0,0
kn3095,4,0,0,2,1,0,1,1,0,2,4,1,2,2,0,1,1,0,0,0,3094,0,0,0,0,0,0,0,1,0,0,0
kn3096,8,4,0,3,1,1,3,1,1,0,0,0,0,0,0,0,0,0,1,0,3095,0,0,0,0,0,0,0,1,0,0,0
kn3097,5,0,1,2,3,1,1,1,1,1,0,0,2,0,2,1,0,1,0,0,3096,0,0,0,0,0,0,0,1,0,0,0
kn3098,7,3,4,2,0,0,1,0,2,0,1,0,0,0,0,0,0,0,1,0,3097,0,0,0,0,0,0,0,1,0,0,0
kn3099,2,1,0,1,3,1,3,3,0,2,0,1,1,0,0,0,0,1,0,0,3098,0,0,0,0,0,0,0,1,0,0,0
kn3100,2,2,0,0,0,0,1,1,4,2,4,0,2,0,0,0,1,1,2,0,3099,0,0,0,0,0,0,0,1,0,0,0
kn3101,2,3,3,3,3,2,1,0,0,0,0,1,2,0,0,1,3,0,0,0,3100,0,0,0,0,0,0,0,1,0,0,0
kn3102,3,0,1,1,0,0,4,5,1,1,0,1,2,2,0,0,0,0,0,0,3101,0,0,0,0,0,0,0,1,0,0,0
kn3103,3,2,2,2,2,1,3,1,0,1,2,0,0,1,0,0,0,0,1,0,3102,0,0,0,0,0,0,0,1,0,0,0
kn3104,3,3,6,2,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3103,0,0,0,0,0,0,0,1,0,0,0
kn3105,5,1,1,2,2,2,1,1,0,0,0,1,0,2,1,1,0,1,0,0,3104,0,0,0,0,0,0,0,1,0,0,0
kn3106,3,3,2,0,2,4,1,0,5,0,4,0,0,0,0,0,0,0,0,0,3105,0,0,0,0,0,0,0,1,0,0,0
kn3107,2,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3106,0,0,0,0,0,0,1,0,0,0,0
kn3108,3,0,1,2,1,0,1,2,0,1,0,2,1,3,2,1,1,1,0,0,3107,0,0,0,0,0,0,0,1,0,0,0
kn3109,6,1,0,1,0,2,0,0,0,0,2,0,0,0,0,1,1,0,0,0,3108,0,0,0,0,0,0,1,0,0,0,0
kn3110,6,1,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,3109,0,0,0,0,0,0,1,0,0,0,1
kn3111,6,4,0,1,2,3,2,0,0,0,0,0,1,2,0,0,0,1,0,0,3110,0,0,0,0,0,0,0,1,0,0,0
kn3112,3,0,2,1,0,2,0,0,1,1,0,0,0,0,1,0,0,1,0,0,3111,0,1,0,0,0,0,0,0,0,0,0
kn3113,2,1,1,3,1,0,2,4,1,1,0,1,0,1,1,1,0,0,1,0,3112,0,0,0,0,0,0,0,1,0,0,0
kn3114,3,0,1,0,0,0,2,0,2,0,2,1,1,2,1,2,3,0,0,0,3113,0,0,0,0,0,0,0,1,0,0,0
kn3115,2,3,1,0,1,1,2,0,0,0,0,0,0,2,1,0,0,1,0,0,3114,0,0,0,0,0,0,1,0,0,0,0
kn3116,4,4,3,7,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,3115,0,0,0,0,0,0,0,1,0,0,0
kn3117,2,2,1,1,0,0,1,2,2,0,0,0,0,0,0,1,1,0,0,0,3116,0,1,0,0,0,0,0,0,0,0,0
kn3118,2,2,0,1,0,1,2,0,0,0,0,1,1,0,3,1,6,1,0,0,3117,0,0,0,0,0,0,0,1,0,0,0
kn3119,4,2,0,1,2,2,4,1,1,0,0,4,0,0,0,0,0,0,0,0,3118,0,0,0,0,0,0,0,1,0,0,0
kn3120,5,1,1,2,1,1,2,2,1,1,0,1,1,0,0,1,1,0,0,0,3119,0,0,0,0,0,0,0,1,0,0,1
kn3121,3,1,3,0,0,0,1,2,2,1,2,5,0,0,1,1,0,0,0,0,3120,0,0,0,0,0,0,0,1,0,0,0
kn3122,4,1,0,2,0,0,2,1,1,1,1,0,1,0,1,1,2,1,2,0,3121,0,0,0,0,0,0,0,1,0,0,0
kn3123,4,1,0,5,2,4,0,0,2,0,0,0,2,3,0,1,0,1,0,0,3122,0,0,0,0,0,0,0,1,0,0,0
kn3124,2,1,2,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,3123,0,0,0,0,0,0,1,0,0,0,0
kn3125,1,1,2,0,1,1,0,0,0,1,0,0,3,1,3,1,4,1,1,0,3124,0,0,0,0,0,0,0,1,0,0,0
kn3126,9,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,3125,0,0,0,0,0,0,0,1,0,0,0
kn3127,4,1,0,2,0,1,1,0,0,0,0,0,0,1,0,6,2,1,1,0,3126,0,0,0,0,0,0,1,0,0,0,0
kn3128,2,2,0,1,0,0,4,0,0,2,1,2,1,0,1,1,2,2,1,0,3127,0,0,0,0,0,0,0,1,0,0,0
kn3129,2,2,0,1,2,0,1,1,2,1,3,1,0,0,1,1,5,1,0,0,3128,0,0,0,0,0,0,0,1,0,0,0
kn3130,3,3,2,2,0,2,0,3,0,1,2,0,0,0,0,0,0,2,0,0,3129,0,0,0,0,0,0,0,1,0,0,0
kn3131,3,0,1,1,0,2,1,2,0,2,3,3,2,0,1,1,0,0,0,0,3130,0,0,0,0,0,0,0,1,0,0,0
kn3132,4,0,0,3,0,1,0,1,3,1,1,1,0,1,0,1,2,1,2,0,3131,0,0,0,0,0,0,0,1,0,0,0
kn3133,2,1,1,0,0,1,2,2,1,0,1,0,6,1,0,0,1,0,0,0,3132,0,0,0,0,0,0,0,1,0,0,0
kn3134,3,1,2,0,0,0,1,0,1,0,0,0,0,0,3,0,1,1,7,0,3133,0,0,0,0,0,0,0,1,0,0,0
kn3135,9,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,3134,0,0,0,0,0,0,0,1,0,0,0
kn3136,4,5,3,2,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,3135,0,0,0,0,0,0,0,1,0,0,0
kn3137,4,2,2,1,0,0,1,0,0,0,1,0,0,1,1,2,2,7,1,0,3136,0,0,0,0,0,0,0,1,0,0,0
kn3138,2,3,2,1,0,1,1,1,1,0,1,2,0,1,1,2,5,0,0,0,3137,0,0,0,0,0,0,0,1,0,0,0
kn3139,3,0,1,1,2,0,1,0,1,1,0,0,0,0,0,0,0,4,9,0,3138,0,0,0,0,0,0,0,1,0,0,0
kn3140,3,4,5,5,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3139,0,0,0,0,0,0,1,0,0,0,0
kn3141,2,3,1,0,2,1,1,1,4,1,1,1,3,2,1,0,0,0,0,0,3140,0,0,0,0,0,0,0,1,0,0,0
kn3142,2,3,1,1,0,2,2,1,0,0,0,0,0,0,0,1,0,1,0,0,3141,0,1,0,0,0,0,0,0,0,0,0
kn3143,4,2,4,3,0,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,3142,0,0,0,0,0,0,0,1,0,0,0
kn3144,4,0,1,2,1,3,1,0,0,2,0,2,0,1,2,2,1,1,0,0,3143,0,0,0,0,0,0,0,1,0,0,0
kn3145,4,0,0,1,0,0,0,3,0,2,1,0,1,1,1,0,3,5,0,0,3144,0,0,0,0,0,0,0,1,0,0,0
kn3146,7,2,2,0,2,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,3145,0,0,0,0,0,0,0,1,0,0,0
kn3147,5,2,0,2,5,2,1,2,0,1,1,0,0,2,0,0,0,0,0,0,3146,0,0,0,0,0,0,0,1,0,0,0
kn3148,3,2,3,2,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,3147,0,0,0,0,0,0,0,1,0,0,0
kn3149,2,2,0,1,1,0,3,0,2,1,1,1,1,1,3,0,0,0,0,0,3148,0,0,0,0,0,0,0,1,0,0,0
kn3150,3,0,1,2,0,0,1,1,0,0,0,0,0,0,0,6,0,3,6,0,3149,0,0,0,0,0,0,0,1,0,0,0
kn3151,3,1,3,0,0,0,2,0,0,1,0,1,3,1,2,4,0,0,0,0,3150,0,0,0,0,0,0,0,1,0,0,0
kn3152,3,1,1,1,1,1,1,0,0,0,1,0,0,2,1,1,6,0,2,0,3151,0,0,0,0,0,0,0,1,0,0,0
kn3153,3,1,2,0,1,0,3,0,0,0,0,0,2,1,0,0,0,1,0,0,3152,0,0,1,0,0,0,0,0,0,0,0
kn3154,4,0,1,2,0,0,2,2,0,1,1,1,2,3,0,3,2,0,0,0,3153,0,0,0,0,0,0,0,1,0,0,0
kn3155,2,1,1,0,1,2,2,4,3,1,0,1,1,0,2,0,0,0,0,0,3154,0,0,0,0,0,0,0,1,0,0,0
kn3156,5,6,1,0,4,2,2,1,0,0,0,1,2,0,0,1,0,0,0,0,3155,0,0,0,0,0,0,0,1,0,0,0
kn3157,2,2,2,0,0,0,4,0,0,1,0,4,3,1,1,4,0,0,0,0,3156,0,0,0,0,0,0,0,1,0,0,0
kn3158,9,2,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,3157,0,0,0,0,0,0,0,1,0,0,0
kn3159,3,5,2,2,2,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,3158,0,0,0,0,0,0,0,1,0,0,0
kn3160,3,1,3,0,3,4,2,0,2,1,2,0,0,1,0,0,0,0,1,0,3159,0,0,0,0,0,0,0,1,0,0,0
kn3161,7,5,2,1,1,0,2,0,1,0,0,1,1,1,0,0,1,1,0,0,3160,0,0,0,0,0,0,0,1,0,0,0
kn3162,5,2,3,1,3,0,3,0,0,0,3,0,0,0,0,0,0,1,0,0,3161,0,0,0,0,0,0,0,1,0,0,0
kn3163,3,7,3,2,0,0,2,0,0,0,0,0,2,0,0,0,1,0,0,0,3162,0,0,0,0,0,0,0,1,0,0,0
kn3164,3,0,3,4,0,1,2,0,2,1,2,2,0,0,0,0,2,0,0,0,3163,0,0,0,0,0,0,0,1,0,0,0
kn3165,3,1,2,1,1,1,4,1,0,1,2,3,0,0,1,3,0,0,0,0,3164,0,0,0,0,0,0,0,1,0,0,0
kn3166,3,3,2,0,0,0,1,0,1,0,1,4,2,1,1,2,2,2,0,0,3165,0,0,0,0,0,0,0,1,0,0,1
kn3167,3,2,1,1,0,0,1,3,1,0,2,3,4,1,1,0,1,0,0,0,3166,0,0,0,0,0,0,0,1,0,0,0
kn3168,3,3,4,4,1,0,1,0,0,2,2,1,0,1,0,0,0,1,0,0,3167,0,0,0,0,0,0,0,1,0,0,0
kn3169,3,0,1,0,1,0,1,0,3,1,4,1,1,3,0,0,0,0,0,0,3168,0,0,0,0,0,0,0,1,0,0,0
kn3170,3,0,2,2,0,1,2,0,0,0,0,0,0,0,1,1,1,1,0,0,3169,0,1,0,0,0,0,0,0,0,0,0
kn3171,5,0,0,0,2,0,1,0,3,0,1,0,2,0,0,0,1,1,7,0,3170,0,0,0,0,0,0,0,1,0,0,0
kn3172,5,5,1,2,3,0,1,3,0,0,1,0,0,0,0,0,1,1,0,0,3171,0,0,0,0,0,0,0,1,0,0,0
kn3173,2,1,1,0,3,2,2,2,1,1,0,0,1,1,0,1,0,0,0,0,3172,0,0,0,0,0,0,0,1,0,0,0
kn3174,3,2,1,1,1,2,4,2,1,1,0,1,1,0,1,2,0,0,1,0,3173,0,0,0,0,0,0,0,1,0,0,0
kn3175,3,3,2,0,0,0,3,0,2,0,1,0,2,3,0,2,2,1,0,0,3174,0,0,0,0,0,0,0,1,0,0,0
kn3176,3,0,1,1,0,2,2,0,2,1,3,1,1,1,1,3,0,0,0,0,3175,0,0,0,0,0,0,0,1,0,0,0
kn3177,7,4,3,2,0,0,4,1,0,0,1,0,0,0,0,0,0,0,1,0,3176,0,0,0,0,0,0,0,1,0,0,0
kn3178,3,0,2,0,0,0,0,1,1,0,2,2,5,2,2,0,0,0,1,0,3177,0,0,0,0,0,0,0,1,0,0,1
kn3179,3,0,1,0,1,2,1,1,0,0,0,1,0,2,1,2,1,2,2,0,3178,0,0,0,0,0,0,0,1,0,0,0
kn3180,6,6,3,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,3179,0,0,0,0,0,0,0,1,0,0,1
kn3181,3,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2,10,0,3180,0,0,0,0,0,0,0,1,0,0,0
kn3182,3,3,2,2,2,4,4,0,1,0,0,1,0,1,0,1,0,0,0,0,3181,0,0,0,0,0,0,0,1,0,0,0
